year,type,public_body_name,program_name,activity_name,sub_program_name,project_name,text,treasury,retained,assistance,loan,total
2015,recurrent,Injibara University,Consultancy and Community Service ,Providing Training and Consultancy Service,None,Digital Television Broadcasting,Injibara University Consultancy and Community Service  Providing Training and Consultancy Service None Digital Television Broadcasting,12010000,0,,,12010000
2015,recurrent,Bonga University,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Bonga University Management and Administration Providing Support and Service None Digital Television Broadcasting,139883100,0,,,139883100
2015,recurrent,Bonga University,Teaching and Learning,Providing Learning & Teaching Service,None,Digital Television Broadcasting,Bonga University Teaching and Learning Providing Learning & Teaching Service None Digital Television Broadcasting,164470500,0,,,164470500
2015,recurrent,Bonga University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Bonga University Teaching and Learning Providing Student Service None Digital Television Broadcasting,91378500,0,,,91378500
2015,recurrent,Bonga University,Research and Development,Conducting Research and Development,None,Digital Television Broadcasting,Bonga University Research and Development Conducting Research and Development None Digital Television Broadcasting,32670000,0,,,32670000
2015,recurrent,Bonga University,Consultancy and Community Service ,Providing Training and Consultancy Service,None,Digital Television Broadcasting,Bonga University Consultancy and Community Service  Providing Training and Consultancy Service None Digital Television Broadcasting,14100000,0,,,14100000
2015,recurrent,Werabe University,Management and Administration,Providing Support and Service,None,Digital Television Broadcasting,Werabe University Management and Administration Providing Support and Service None Digital Television Broadcasting,156270090,2300000,,,158570090
2015,recurrent,Werabe University,Teaching and Learning,Providing Learning & Teaching Service,None,Digital Television Broadcasting,Werabe University Teaching and Learning Providing Learning & Teaching Service None Digital Television Broadcasting,174431600,6e+06,,,180431600
2015,recurrent,Werabe University,Teaching and Learning,Providing Student Service,None,Digital Television Broadcasting,Werabe University Teaching and Learning Providing Student Service None Digital Television Broadcasting,65500000,0,,,65500000
2015,recurrent,Werabe University,Research and Development,Conducting Research and Development,None,Digital Television Broadcasting,Werabe University Research and Development Conducting Research and Development None Digital Television Broadcasting,36720100,0,,,36720100
2015,recurrent,Arba Minch University,Management and Administration  ,Providing Support and Service,None,Digital Television Broadcasting,Arba Minch University Management and Administration   Providing Support and Service None Digital Television Broadcasting,316757800,2e+05,,,316957800
2015,recurrent,Arba Minch University,Learning and Teaching ,Providing Learning & Teaching Service,None,Digital Television Broadcasting,Arba Minch University Learning and Teaching  Providing Learning & Teaching Service None Digital Television Broadcasting,558246300,45405300,,,603651600
2015,recurrent,Arba Minch University,Learning and Teaching ,Providing Student Service,None,Digital Television Broadcasting,Arba Minch University Learning and Teaching  Providing Student Service None Digital Television Broadcasting,134931000,0,,,134931000
2015,recurrent,Arba Minch University,Research and Development,Conducting Research and Development,None,Digital Television Broadcasting,Arba Minch University Research and Development Conducting Research and Development None Digital Television Broadcasting,57600000,0,,,57600000
2015,recurrent,Arba Minch University,Consultancy and Community Service,Providing Training and Consultancy Service,None,Digital Television Broadcasting,Arba Minch University Consultancy and Community Service Providing Training and Consultancy Service None Digital Television Broadcasting,44797300,14344900,,,59142200
2015,recurrent,Gonder University,Management and Administration  ,Providing Support and Service,None,Digital Television Broadcasting,Gonder University Management and Administration   Providing Support and Service None Digital Television Broadcasting,307106818,0,,,307106818
2015,recurrent,Gonder University,Learning and Teaching ,Providing Learning & Teaching Service,None,Digital Television Broadcasting,Gonder University Learning and Teaching  Providing Learning & Teaching Service None Digital Television Broadcasting,616990263,8990000,,,625980263
2015,recurrent,Gonder University,Learning and Teaching ,Prividing Student Service,None,Digital Television Broadcasting,Gonder University Learning and Teaching  Prividing Student Service None Digital Television Broadcasting,102293946,0,,,102293946
2015,recurrent,Gonder University,Research and Development,Conducting Research and Development,None,Digital Television Broadcasting,Gonder University Research and Development Conducting Research and Development None Digital Television Broadcasting,42500710,0,,,42500710
2015,recurrent,Gonder University,Consultancy and Community Service,Providing Training and Consultancy Service  ,None,Digital Television Broadcasting,Gonder University Consultancy and Community Service Providing Training and Consultancy Service   None Digital Television Broadcasting,1e+07,0,,,1e+07
2015,recurrent,Gonder University,Consultancy and Community Service,Prividing Medical Service,None,Digital Television Broadcasting,Gonder University Consultancy and Community Service Prividing Medical Service None Digital Television Broadcasting,239736063,91724000,,,331460063
2015,recurrent,Adama Science and Technology University,Management and Administration  ,Providing Support and Service,None,Digital Television Broadcasting,Adama Science and Technology University Management and Administration   Providing Support and Service None Digital Television Broadcasting,274290700,6e+06,,,280290700
